1121569650;41.09681;-7.811151;-0.1363303;0.7172747
1121569642;41.09703;-7.81139;-0.1363345;0.7172784
1057220031;41.09616;-7.811046;-0.1363285;0.7172634
1057220435;41.09734;-7.811615;-0.1363384;0.717284
1043134877;41.09649;-7.817536;-0.1364417;0.717269
1043134943;41.09754;-7.815665;-0.1364091;0.7172874
1043134803;41.09753;-7.812189;-0.1363484;0.7172872
1043135149;41.09709;-7.8167;-0.1364271;0.7172796
1043135049;41.0975;-7.815892;-0.1364131;0.7172866
1057219937;41.09623;-7.811506;-0.1363365;0.7172645
1057219955;41.0972;-7.812955;-0.1363618;0.7172815
1057219962;41.09613;-7.81027;-0.1363149;0.7172628
1057220011;41.09663;-7.813636;-0.1363737;0.7172714
1057220019;41.09657;-7.812541;-0.1363546;0.7172705
1057220063;41.09722;-7.811884;-0.1363431;0.7172818
1057220068;41.09665;-7.813083;-0.136364;0.7172719
1057220084;41.09687;-7.812084;-0.1363466;0.7172756
1057220129;41.09723;-7.81264;-0.1363563;0.7172819
1057220143;41.0965;-7.811914;-0.1363436;0.7172692
1057220176;41.09691;-7.813863;-0.1363776;0.7172765
1057220264;41.09719;-7.812072;-0.1363464;0.7172813
1057220303;41.09616;-7.811257;-0.1363322;0.7172634
1057220315;41.09702;-7.813581;-0.1363727;0.7172784
1057220360;41.09665;-7.813258;-0.1363671;0.7172717
1057220382;41.09681;-7.814417;-0.1363873;0.7172746
1057220391;41.09615;-7.810482;-0.1363186;0.7172631
1057220396;41.09717;-7.813197;-0.136366;0.717281
1057220405;41.09658;-7.813954;-0.1363792;0.7172706
1057220440;41.09663;-7.812911;-0.136361;0.7172715
1057220449;41.09657;-7.812629;-0.1363561;0.7172705
1057220458;41.0967;-7.812052;-0.136346;0.7172728
1057220502;41.09723;-7.812278;-0.13635;0.7172819
1057220512;41.0966;-7.812431;-0.1363526;0.717271
1057220543;41.09635;-7.811742;-0.1363406;0.7172666
1057220445;41.09783;-7.810744;-0.1363232;0.7172924
1057220614;41.09694;-7.81371;-0.136375;0.717277
1057220647;41.09715;-7.813312;-0.136368;0.7172806
1070852552;41.09693;-7.811061;-0.1363287;0.7172767
1070913158;41.09671;-7.811017;-0.136328;0.717273
1370569598;41.09739;-7.816131;-0.1364172;0.7172847
1370581734;41.09689;-7.810024;-0.1363106;0.7172761
1370581274;41.09678;-7.808827;-0.1362897;0.717274
1370581276;41.09681;-7.808873;-0.1362905;0.7172747
1370581277;41.0974;-7.809194;-0.1362962;0.717285
1370581280;41.09688;-7.810046;-0.136311;0.7172759
1370581281;41.09698;-7.809882;-0.1363081;0.7172776
1370581282;41.0969;-7.810199;-0.1363137;0.7172762
1370581285;41.09718;-7.809554;-0.1363024;0.7172811
1370581287;41.09696;-7.80897;-0.1362922;0.7172773
1370581289;41.09692;-7.810516;-0.1363192;0.7172765
1370581283;41.09661;-7.809485;-0.1363012;0.7172711
1370581291;41.09694;-7.810847;-0.136325;0.7172768
1412143169;41.09561;-7.809762;-0.1363061;0.7172537
1412143274;41.09745;-7.812341;-0.1363511;0.7172858
1043135027;41.09738;-7.812546;-0.1363547;0.7172846
1043135191;41.09781;-7.811867;-0.1363428;0.7172921
1043135199;41.09755;-7.815386;-0.1364042;0.7172875
1043135283;41.0974;-7.814902;-0.1363958;0.7172849
1414416682;41.09693;-7.811011;-0.1363279;0.7172767
1121569657;41.09709;-7.811357;-0.1363339;0.7172796
1121569668;41.09711;-7.811275;-0.1363325;0.71728
